id,customer_id,channel_id,score,comment,responded_at_date,responded_at_time
1333,961,1,6,Entrega rápida y producto excelente,2024-04-28,15:48:46
1334,147,1,9,Volvería a comprar,2024-08-06,12:41:07
1335,1439,1,9,Entrega rápida y producto excelente,2025-06-18,12:34:31
1336,880,2,10,Atención muy buena,2025-04-05,15:34:31
1337,208,2,10,Entrega rápida y producto excelente,2025-03-12,00:07:59
1338,1240,2,8,,2024-08-29,09:35:46
1339,956,2,9,Tardó un poco más de lo esperado,2025-08-26,08:22:52
1340,1212,2,3,Volvería a comprar,2025-06-10,14:38:54
1341,112,1,9,Podría mejorar el empaque,2025-07-25,12:15:57
1342,999,1,10,Todo perfecto,2025-06-13,18:00:24
1343,1381,1,10,Atención muy buena,2025-03-18,18:10:10
1344,935,2,8,,2024-09-17,23:04:19
1345,1412,1,10,Todo perfecto,2025-03-10,02:53:35
1346,296,1,7,Podría mejorar el empaque,2025-10-02,20:21:33
1347,933,1,3,Entrega rápida y producto excelente,2024-02-23,06:35:27
1348,954,1,9,Volvería a comprar,2025-09-28,16:29:18
1349,269,2,7,Tardó un poco más de lo esperado,2024-10-23,14:44:48
1350,281,2,5,Volvería a comprar,2025-08-15,20:25:07
1351,359,2,8,Muy conforme con la calidad,2025-06-08,08:09:53
1352,492,1,9,,2025-06-28,02:41:44
1353,489,2,5,Podría mejorar el empaque,2025-05-22,21:32:52
1354,386,2,7,Entrega rápida y producto excelente,2025-07-11,03:23:34
1355,1329,1,7,Entrega rápida y producto excelente,2025-08-21,20:00:52
1356,649,2,5,Volvería a comprar,2024-02-26,09:14:13
1357,684,1,9,Tardó un poco más de lo esperado,2025-05-17,20:46:38
1358,928,2,8,,2025-09-29,17:56:08
1359,1096,1,5,Muy conforme con la calidad,2025-05-25,01:13:34
1360,546,1,10,Muy conforme con la calidad,2025-06-25,13:27:06
1361,121,1,10,,2024-03-24,09:02:26
1362,400,2,10,Volvería a comprar,2024-06-16,09:42:27
1363,383,1,10,Tardó un poco más de lo esperado,2024-01-28,07:10:04
1364,518,1,9,,2024-05-11,22:42:44
1365,1130,2,9,Atención muy buena,2025-03-15,17:55:49
1366,921,2,5,Todo perfecto,2025-09-13,22:28:57
1367,42,1,8,,2024-09-20,04:12:49
1368,1459,1,2,Muy conforme con la calidad,2024-07-26,01:56:46
1369,1172,2,0,Atención muy buena,2025-09-22,14:44:00
1370,300,1,7,Podría mejorar el empaque,2025-09-04,21:17:17
1371,23,2,10,Todo perfecto,2024-02-25,21:48:03
1372,321,1,5,Muy conforme con la calidad,2025-09-08,16:52:19
1373,426,1,8,,2024-12-26,06:44:16
1374,594,2,9,Volvería a comprar,2025-07-16,03:49:14
1375,1483,2,9,Podría mejorar el empaque,2024-07-09,21:43:11
1376,1003,1,9,,2025-10-08,20:33:14
1377,457,2,5,Todo perfecto,2025-05-26,19:47:36
1378,746,1,9,Podría mejorar el empaque,2024-03-03,14:26:09
1379,150,2,9,Volvería a comprar,2024-06-17,06:57:15
1380,1313,1,8,Volvería a comprar,2024-05-13,11:11:19
1381,1087,2,10,Muy conforme con la calidad,2024-06-28,20:07:39
1382,835,1,9,Todo perfecto,2025-05-22,16:05:42
1383,1149,2,3,,2025-02-02,18:29:42
1384,587,2,9,Entrega rápida y producto excelente,2024-05-16,16:02:53
1385,257,1,7,Todo perfecto,2025-02-18,06:49:53
1386,1127,1,0,Atención muy buena,2024-11-28,06:41:11
1387,1332,1,8,Entrega rápida y producto excelente,2025-08-02,20:13:41
1388,961,1,0,Podría mejorar el empaque,2025-10-12,20:26:52
1389,85,2,9,,2025-02-06,09:04:12
1390,461,2,8,Atención muy buena,2025-09-20,20:46:00
1391,302,2,4,Volvería a comprar,2024-04-24,19:51:09
1392,1239,1,9,,2025-06-10,12:07:35
1393,633,2,10,,2025-05-15,21:35:10
1394,1475,2,9,Muy conforme con la calidad,2024-09-02,08:46:20
1395,1377,1,9,,2025-08-15,12:09:38
1396,719,1,3,Entrega rápida y producto excelente,2024-06-04,17:21:27
1397,390,1,7,Muy conforme con la calidad,2024-12-12,04:42:27
1398,541,1,3,Podría mejorar el empaque,2025-07-31,20:13:59
1399,1181,1,7,Atención muy buena,2024-08-02,10:11:56
1400,1022,1,7,Atención muy buena,2025-01-25,19:16:04
1401,485,1,7,,2024-12-18,05:47:17
1402,1011,1,7,Tardó un poco más de lo esperado,2024-02-12,03:50:49
1403,771,1,6,Atención muy buena,2024-12-27,01:27:11
1404,478,2,0,Entrega rápida y producto excelente,2025-09-12,23:09:24
1405,529,2,5,Volvería a comprar,2024-07-09,10:47:37
1406,73,1,10,Muy conforme con la calidad,2024-04-29,11:09:57
1407,615,1,5,Atención muy buena,2025-09-15,09:03:20
1408,1048,2,5,,2025-04-22,23:37:30
1409,1292,1,3,Atención muy buena,2024-05-17,05:18:10
1410,1429,1,10,Tardó un poco más de lo esperado,2024-12-08,18:55:30
1411,1353,1,9,,2024-11-01,03:43:32
1412,1322,1,8,Atención muy buena,2025-02-18,15:01:09
1413,325,1,7,Muy conforme con la calidad,2024-02-07,02:31:06
1414,1004,1,7,,2025-03-15,14:11:47
1415,509,2,9,Tardó un poco más de lo esperado,2025-07-02,23:12:58
1416,1498,1,8,Entrega rápida y producto excelente,2024-11-03,03:48:44
1417,166,2,4,Tardó un poco más de lo esperado,2025-02-28,16:00:00
1418,971,2,8,Podría mejorar el empaque,2025-09-04,13:04:02
1419,1301,2,8,,2025-07-05,07:41:03
1420,573,2,9,Muy conforme con la calidad,2025-10-07,17:17:46
1421,730,2,7,Muy conforme con la calidad,2024-08-03,06:25:42
1422,650,2,9,Atención muy buena,2025-03-11,03:43:37
1423,873,1,9,Muy conforme con la calidad,2024-10-07,09:17:43
1424,658,2,9,Podría mejorar el empaque,2025-10-05,20:30:40
1425,991,2,1,Tardó un poco más de lo esperado,2024-09-03,15:23:50
1426,106,2,3,,2025-10-03,09:48:56
1427,270,2,10,Tardó un poco más de lo esperado,2025-09-08,02:21:08
1428,833,1,6,Muy conforme con la calidad,2025-03-16,12:00:17
1429,604,1,6,Tardó un poco más de lo esperado,2024-08-23,13:50:08
1430,1051,2,7,Tardó un poco más de lo esperado,2024-09-13,22:14:23
1431,212,2,10,Tardó un poco más de lo esperado,2025-10-04,11:19:16
1432,1149,1,8,Volvería a comprar,2024-02-16,09:51:16
1433,456,2,8,Atención muy buena,2024-09-25,11:20:59
1434,859,2,7,Todo perfecto,2025-04-26,11:57:07
1435,728,2,5,Podría mejorar el empaque,2024-12-10,09:49:15
1436,1062,1,9,Volvería a comprar,2024-07-14,16:00:14
1437,995,1,7,Podría mejorar el empaque,2024-06-11,14:25:13
1438,1173,1,8,Tardó un poco más de lo esperado,2025-05-04,12:02:13
1439,1375,1,4,Tardó un poco más de lo esperado,2024-08-03,15:36:16
1440,1073,2,3,Volvería a comprar,2024-06-03,04:46:39
1441,767,1,7,Tardó un poco más de lo esperado,2025-09-30,01:03:53
1442,969,2,8,Volvería a comprar,2025-04-06,20:07:32
1443,466,2,10,Todo perfecto,2025-03-03,11:23:47
1444,658,1,6,Atención muy buena,2025-03-07,20:21:33
1445,503,2,1,Tardó un poco más de lo esperado,2024-10-23,09:48:01
1446,810,2,0,Entrega rápida y producto excelente,2025-07-12,04:11:46
1447,1161,2,7,Volvería a comprar,2024-04-27,08:43:48
1448,373,2,7,Podría mejorar el empaque,2024-04-02,11:30:22
1449,467,1,6,Entrega rápida y producto excelente,2024-04-02,17:16:19
1450,165,1,8,Todo perfecto,2024-10-06,05:42:05
1451,1212,2,7,Atención muy buena,2025-06-29,08:30:36
1452,237,1,5,Entrega rápida y producto excelente,2025-03-01,03:13:21
1453,447,2,10,Volvería a comprar,2024-08-25,17:48:00
1454,272,1,3,Atención muy buena,2025-03-14,03:19:16
1455,690,2,7,Podría mejorar el empaque,2025-01-09,10:48:54
1456,254,1,7,Todo perfecto,2024-02-11,02:11:43
1457,639,2,8,Muy conforme con la calidad,2024-08-20,02:13:50
1458,1257,2,10,Entrega rápida y producto excelente,2024-11-14,09:19:16
1459,1322,2,7,,2024-10-29,03:39:11
1460,1418,2,9,Podría mejorar el empaque,2025-02-14,22:42:08
1461,1163,1,5,Todo perfecto,2025-09-08,18:08:02
1462,1237,1,7,Podría mejorar el empaque,2024-12-03,08:09:15
1463,1313,1,10,Tardó un poco más de lo esperado,2024-11-24,23:28:11
1464,558,2,7,Entrega rápida y producto excelente,2024-07-13,04:59:13
1465,806,2,8,Tardó un poco más de lo esperado,2025-04-07,20:33:40
1466,362,1,9,,2024-06-05,01:48:08
1467,8,1,7,,2025-06-16,19:49:42
1468,54,2,5,Podría mejorar el empaque,2024-11-22,23:26:31
1469,554,2,3,Todo perfecto,2024-03-30,09:29:20
1470,1409,1,9,Volvería a comprar,2025-03-14,14:45:27
1471,259,2,6,Atención muy buena,2024-10-05,12:26:22
1472,1397,1,9,Muy conforme con la calidad,2024-04-05,20:53:59
1473,1378,2,10,Entrega rápida y producto excelente,2025-05-22,22:00:59
1474,1170,2,8,Entrega rápida y producto excelente,2024-09-24,02:05:17
1475,224,2,10,Podría mejorar el empaque,2025-08-29,12:13:48
1476,1127,1,7,,2024-10-30,12:44:16
1477,1321,2,9,Todo perfecto,2024-06-03,20:45:33
1478,1371,2,6,Podría mejorar el empaque,2024-10-30,02:45:22
1479,726,1,8,,2024-07-16,08:38:56
1480,874,2,4,Entrega rápida y producto excelente,2024-12-05,03:16:10
1481,370,2,5,Volvería a comprar,2024-11-19,21:08:52
1482,712,1,9,Todo perfecto,2024-04-02,13:50:45
1483,1315,2,9,Podría mejorar el empaque,2024-12-17,06:49:56
1484,1494,2,6,Muy conforme con la calidad,2024-04-13,18:31:00
1485,578,1,8,Muy conforme con la calidad,2024-04-30,06:29:45
1486,380,2,8,,2025-07-21,03:49:23
1487,969,1,7,Todo perfecto,2024-11-14,03:12:44
1488,233,2,7,Muy conforme con la calidad,2024-07-23,18:23:46
1489,1027,2,7,Tardó un poco más de lo esperado,2024-02-04,10:22:02
1490,130,1,10,Muy conforme con la calidad,2025-07-04,01:26:27
1491,688,1,10,Todo perfecto,2025-10-07,09:04:32
1492,415,2,7,Entrega rápida y producto excelente,2024-10-29,03:34:43
1493,691,2,1,Entrega rápida y producto excelente,2024-09-08,16:35:26
1494,254,1,9,Muy conforme con la calidad,2024-05-18,13:02:00
1495,966,1,10,Atención muy buena,2025-04-15,23:01:38
1496,516,2,9,Tardó un poco más de lo esperado,2025-09-16,22:40:08
1497,40,1,6,,2024-03-04,08:51:52
1498,28,2,9,,2025-05-02,09:09:02
1499,464,2,8,Atención muy buena,2024-02-12,13:21:39
1500,1244,1,10,Podría mejorar el empaque,2024-10-28,07:21:21
1501,904,2,10,,2025-04-08,02:57:04
1502,371,1,8,Entrega rápida y producto excelente,2025-07-19,06:29:29
1503,385,2,9,Atención muy buena,2024-12-14,15:30:06
1504,655,1,7,Atención muy buena,2025-03-11,02:58:24
1505,973,2,10,Atención muy buena,2024-09-09,04:42:04
1506,159,1,3,Entrega rápida y producto excelente,2025-03-14,15:24:47
1507,325,2,9,Atención muy buena,2024-02-19,15:33:25
1508,908,1,7,Todo perfecto,2024-05-11,12:16:11
1509,1022,1,10,Muy conforme con la calidad,2024-05-12,13:39:33
1510,410,2,10,Tardó un poco más de lo esperado,2024-07-31,07:46:04
1511,743,2,8,Todo perfecto,2024-06-23,18:56:10
1512,937,1,8,Todo perfecto,2025-04-22,14:34:32
1513,1301,1,10,Tardó un poco más de lo esperado,2025-03-21,21:06:34
1514,1313,1,5,Volvería a comprar,2024-10-19,12:37:19
1515,1245,2,10,Volvería a comprar,2025-06-10,06:43:38
1516,519,1,10,Entrega rápida y producto excelente,2024-08-20,01:30:57
1517,832,1,0,Atención muy buena,2025-02-13,21:40:10
1518,37,1,2,Entrega rápida y producto excelente,2024-04-30,11:45:06
1519,602,2,10,,2025-05-24,00:02:27
1520,621,2,2,Entrega rápida y producto excelente,2024-12-26,00:18:23
1521,369,2,8,Entrega rápida y producto excelente,2024-05-03,21:22:38
1522,890,2,7,,2024-11-18,05:43:03
1523,334,1,8,Tardó un poco más de lo esperado,2024-09-17,05:08:57
1524,347,1,8,Podría mejorar el empaque,2024-12-16,13:14:04
1525,1138,1,10,Tardó un poco más de lo esperado,2024-05-13,04:55:15
1526,1271,1,8,Todo perfecto,2024-05-14,06:59:36
1527,509,1,4,Volvería a comprar,2025-09-16,15:55:24
1528,1409,1,7,Entrega rápida y producto excelente,2024-02-17,05:09:03
1529,875,2,6,Todo perfecto,2024-04-10,16:13:44
1530,867,2,8,Atención muy buena,2025-01-30,15:40:38
1531,111,1,5,Todo perfecto,2024-11-24,06:27:05
1532,1486,1,8,Muy conforme con la calidad,2025-03-26,19:39:50
1533,1084,2,10,Atención muy buena,2025-08-19,19:42:56
1534,780,2,8,Podría mejorar el empaque,2025-04-07,21:24:42
1535,1037,1,1,Todo perfecto,2024-12-19,18:45:51
1536,592,1,5,,2024-02-21,23:20:43
1537,1010,1,10,Tardó un poco más de lo esperado,2025-09-18,20:55:25
1538,1292,1,3,Entrega rápida y producto excelente,2025-05-12,07:07:07
1539,594,1,5,Todo perfecto,2024-03-09,22:49:36
1540,1453,1,9,Atención muy buena,2024-04-05,12:04:19
1541,119,1,10,Volvería a comprar,2024-02-14,06:15:50
1542,488,2,1,,2024-08-30,07:30:09
1543,32,2,3,Muy conforme con la calidad,2025-04-05,12:11:23
1544,1340,1,3,Todo perfecto,2024-04-14,12:17:44
1545,783,1,9,Todo perfecto,2024-11-21,20:03:58
1546,72,2,8,Tardó un poco más de lo esperado,2024-12-16,05:11:55
1547,403,2,2,Volvería a comprar,2024-08-04,11:25:19
1548,890,2,9,Tardó un poco más de lo esperado,2024-01-16,01:20:49
1549,992,2,8,Entrega rápida y producto excelente,2024-09-19,12:23:09
1550,538,2,6,Podría mejorar el empaque,2024-12-21,02:47:30
1551,262,1,9,,2024-04-17,01:18:01
1552,1256,2,8,Muy conforme con la calidad,2025-09-06,08:32:58
1553,704,1,9,Podría mejorar el empaque,2025-03-27,16:48:20
1554,417,2,9,Volvería a comprar,2025-04-02,01:24:23
1555,984,1,9,,2025-06-26,02:35:43
1556,768,1,7,Podría mejorar el empaque,2025-05-18,11:35:22
1557,615,1,9,,2025-09-08,10:36:39
1558,995,1,6,Volvería a comprar,2024-08-09,21:05:38
1559,56,2,6,,2025-03-26,17:57:55
1560,1440,1,7,Tardó un poco más de lo esperado,2024-08-09,10:42:07
1561,832,1,8,Todo perfecto,2025-08-02,16:43:52
1562,217,2,10,Podría mejorar el empaque,2024-12-10,11:08:52
1563,1323,2,9,Volvería a comprar,2024-08-22,15:49:27
1564,803,1,8,Atención muy buena,2025-02-12,14:42:07
1565,512,1,10,Volvería a comprar,2025-01-08,10:12:25
1566,952,2,10,Volvería a comprar,2024-09-03,05:40:52
1567,1433,1,10,,2025-02-13,01:45:35
1568,824,2,9,Tardó un poco más de lo esperado,2025-05-10,06:32:58
1569,384,1,7,Volvería a comprar,2024-12-07,19:03:15
1570,1029,2,8,Volvería a comprar,2024-09-10,06:53:28
1571,297,2,8,Tardó un poco más de lo esperado,2025-02-28,18:17:37
1572,1101,1,6,Todo perfecto,2025-05-04,03:20:57
1573,464,2,2,Tardó un poco más de lo esperado,2024-04-10,20:04:31
1574,727,1,7,Atención muy buena,2024-11-01,20:08:00
1575,71,1,8,Entrega rápida y producto excelente,2024-02-07,16:00:36
1576,520,2,8,Tardó un poco más de lo esperado,2024-04-01,15:03:18
1577,930,1,9,Podría mejorar el empaque,2025-01-09,13:00:08
1578,447,1,8,Entrega rápida y producto excelente,2025-05-03,22:52:56
1579,900,1,8,Tardó un poco más de lo esperado,2024-11-21,03:34:24
1580,304,1,8,Atención muy buena,2025-04-11,19:29:40
1581,954,2,8,Podría mejorar el empaque,2025-09-11,19:54:54
1582,765,1,5,Muy conforme con la calidad,2025-05-07,14:26:36
1583,731,1,5,Podría mejorar el empaque,2025-09-02,17:40:41
1584,938,1,7,,2025-09-23,03:42:04
1585,105,1,3,Podría mejorar el empaque,2025-07-28,10:31:24
1586,1346,1,7,Atención muy buena,2025-08-25,02:21:03
1587,563,2,5,Atención muy buena,2024-07-30,11:19:42
1588,41,1,7,Todo perfecto,2025-05-11,11:34:31
1589,947,1,7,Volvería a comprar,2024-04-08,04:30:49
1590,1259,2,9,Muy conforme con la calidad,2024-07-17,22:21:58
1591,110,1,7,Entrega rápida y producto excelente,2025-01-02,11:17:50
1592,375,2,6,,2024-06-11,12:31:55
1593,229,1,5,Atención muy buena,2025-01-23,18:01:22
1594,425,1,8,Todo perfecto,2024-08-25,05:40:01
1595,1452,2,9,Muy conforme con la calidad,2025-02-03,15:10:20
1596,366,1,10,,2025-02-25,12:37:45
1597,983,2,9,Todo perfecto,2024-10-09,22:06:00
1598,1418,2,10,Entrega rápida y producto excelente,2024-10-10,22:43:57
1599,943,1,10,Tardó un poco más de lo esperado,2025-01-30,07:40:21
1600,1162,1,10,Podría mejorar el empaque,2025-07-07,10:39:12
1601,117,2,10,Podría mejorar el empaque,2024-02-24,03:36:46
1602,68,1,9,,2024-06-13,12:05:49
1603,763,1,10,Volvería a comprar,2025-08-08,10:56:28
1604,45,1,8,Muy conforme con la calidad,2024-01-23,08:47:33
1605,930,1,10,Tardó un poco más de lo esperado,2024-05-15,23:44:21
1606,743,1,3,Entrega rápida y producto excelente,2024-03-18,19:03:20
1607,578,2,7,Volvería a comprar,2025-03-17,16:49:30
1608,1409,2,8,Tardó un poco más de lo esperado,2025-03-15,23:12:36
1609,831,2,9,Volvería a comprar,2024-08-28,11:19:06
1610,862,2,9,Podría mejorar el empaque,2025-04-04,00:46:52
1611,391,1,5,Entrega rápida y producto excelente,2024-03-05,08:41:09
1612,1044,1,9,Tardó un poco más de lo esperado,2024-06-19,14:45:19
1613,539,2,8,Todo perfecto,2024-10-04,05:42:25
1614,758,2,8,Volvería a comprar,2025-02-05,20:01:31
1615,616,2,5,Volvería a comprar,2024-04-07,02:46:36
1616,1281,1,8,Atención muy buena,2025-05-09,15:46:34
1617,1029,2,9,Todo perfecto,2025-07-10,03:36:42
1618,160,1,10,Muy conforme con la calidad,2025-09-17,19:16:32
1619,1004,2,9,Muy conforme con la calidad,2024-11-27,00:08:36
1620,522,2,9,Atención muy buena,2024-11-03,11:08:17
1621,474,1,8,Todo perfecto,2025-07-02,05:12:24
1622,809,2,3,Tardó un poco más de lo esperado,2024-07-29,05:23:37
1623,1000,2,6,,2025-01-27,03:46:03
1624,657,1,10,Volvería a comprar,2024-08-04,12:35:50
1625,1183,1,8,Todo perfecto,2025-03-28,11:02:30
1626,549,2,9,Entrega rápida y producto excelente,2025-09-22,14:07:40
1627,1483,1,10,Tardó un poco más de lo esperado,2024-02-11,16:46:02
1628,958,1,8,Tardó un poco más de lo esperado,2024-06-05,11:36:49
1629,13,2,10,Entrega rápida y producto excelente,2024-07-06,01:35:29
1630,810,1,10,Tardó un poco más de lo esperado,2025-08-22,11:48:20
1631,1336,1,5,Volvería a comprar,2024-07-17,18:00:23
1632,672,1,5,Todo perfecto,2024-04-11,04:10:08
1633,445,1,8,Podría mejorar el empaque,2024-07-16,14:14:41
1634,1127,2,6,Podría mejorar el empaque,2025-05-31,10:43:41
1635,604,1,8,Entrega rápida y producto excelente,2024-10-07,17:53:50
1636,433,1,7,Entrega rápida y producto excelente,2025-01-12,08:08:40
1637,1234,1,5,Todo perfecto,2025-10-03,13:53:08
1638,70,1,6,Todo perfecto,2024-06-15,17:28:27
1639,540,1,9,Todo perfecto,2025-08-24,04:58:43
1640,606,1,6,Atención muy buena,2025-02-24,11:13:36
1641,1351,2,9,,2025-03-03,08:22:50
1642,714,1,10,Muy conforme con la calidad,2025-01-06,04:29:25
1643,1011,2,7,Entrega rápida y producto excelente,2024-11-24,19:56:41
1644,349,2,10,,2025-04-09,00:52:11
1645,422,2,9,Todo perfecto,2024-02-10,13:26:18
1646,972,2,8,Muy conforme con la calidad,2024-03-27,15:41:57
1647,1008,2,8,Atención muy buena,2024-09-01,14:05:08
1648,14,1,2,Muy conforme con la calidad,2024-11-25,23:08:34
1649,1124,1,7,Atención muy buena,2024-06-20,00:17:34
1650,976,2,9,Entrega rápida y producto excelente,2024-11-17,04:05:47
1651,1434,1,8,Podría mejorar el empaque,2025-02-21,20:25:45
1652,1388,2,7,Entrega rápida y producto excelente,2024-09-04,20:34:17
1653,1326,2,9,Volvería a comprar,2025-05-19,06:10:52
1654,1296,1,8,Todo perfecto,2025-08-14,19:57:19
1655,1414,1,7,Muy conforme con la calidad,2025-09-06,05:34:44
1656,751,2,7,Todo perfecto,2024-03-12,04:12:55
1657,825,2,10,Entrega rápida y producto excelente,2024-10-13,20:58:58
1658,1199,2,8,Entrega rápida y producto excelente,2024-12-25,15:22:03
1659,955,1,7,Podría mejorar el empaque,2024-09-21,21:45:43
1660,433,2,7,Volvería a comprar,2024-08-29,05:17:33
1661,1431,1,5,Muy conforme con la calidad,2024-03-01,19:41:38
1662,1274,1,6,Podría mejorar el empaque,2025-10-04,11:01:41
1663,1323,1,2,Todo perfecto,2024-01-14,01:42:50
1664,712,1,3,Todo perfecto,2024-05-13,14:26:45
1665,62,1,10,Atención muy buena,2024-10-05,06:04:05
1666,269,2,4,Muy conforme con la calidad,2024-11-19,12:17:28
1667,1214,1,8,Todo perfecto,2024-10-11,01:58:45
1668,242,2,4,,2025-02-25,18:58:58
1669,118,1,8,Tardó un poco más de lo esperado,2024-06-30,22:27:13
1670,375,1,9,Tardó un poco más de lo esperado,2025-02-15,06:44:44
1671,597,2,7,,2025-03-02,11:29:48
1672,928,1,8,Tardó un poco más de lo esperado,2025-07-11,06:08:19
1673,388,2,9,Muy conforme con la calidad,2024-02-02,09:03:48
1674,1141,1,6,Tardó un poco más de lo esperado,2024-04-26,22:10:46
1675,1358,2,8,Entrega rápida y producto excelente,2025-04-13,08:50:20
1676,882,2,8,,2024-02-26,15:20:21
1677,402,1,7,Todo perfecto,2025-08-02,07:06:39
1678,542,1,9,Podría mejorar el empaque,2024-02-29,03:42:12
1679,901,1,9,Atención muy buena,2024-11-29,11:32:25
1680,386,1,7,Todo perfecto,2024-06-14,10:02:43
1681,1359,2,7,Atención muy buena,2025-03-29,12:46:53
1682,371,1,9,Atención muy buena,2024-06-17,20:00:18
1683,511,1,7,Podría mejorar el empaque,2024-06-26,09:32:42
1684,852,1,9,Volvería a comprar,2024-07-17,20:39:04
1685,668,1,9,Podría mejorar el empaque,2025-08-04,20:27:28
1686,999,2,8,Entrega rápida y producto excelente,2025-08-31,14:05:33
1687,380,1,10,Volvería a comprar,2024-09-20,08:21:53
1688,1485,2,1,,2025-01-17,19:49:47
1689,1302,1,8,,2024-03-23,14:08:55
1690,1319,1,6,Podría mejorar el empaque,2025-04-20,01:29:36
1691,196,1,7,Muy conforme con la calidad,2024-01-15,10:14:14
1692,343,2,6,Tardó un poco más de lo esperado,2025-09-28,15:08:27
1693,518,2,9,Podría mejorar el empaque,2024-12-30,02:10:09
1694,414,2,9,Entrega rápida y producto excelente,2024-03-18,13:14:34
1695,415,2,9,Entrega rápida y producto excelente,2025-06-16,22:24:11
1696,1372,1,8,Muy conforme con la calidad,2025-08-11,08:16:15
1697,995,1,7,Muy conforme con la calidad,2024-03-16,01:41:15
1698,487,1,3,Volvería a comprar,2025-07-07,07:41:47
1699,279,1,8,,2024-03-09,13:10:13
1700,1176,1,8,Todo perfecto,2024-05-08,08:31:28
1701,1166,2,9,Todo perfecto,2024-11-28,06:30:59
1702,996,2,8,Muy conforme con la calidad,2024-10-01,04:17:17
1703,746,1,5,Podría mejorar el empaque,2024-06-02,01:53:58
1704,1048,1,7,Entrega rápida y producto excelente,2025-09-27,14:54:10
1705,1042,2,4,Podría mejorar el empaque,2024-01-09,16:42:49
1706,433,1,7,Tardó un poco más de lo esperado,2025-08-30,04:27:01
1707,671,1,10,Todo perfecto,2025-06-18,22:48:56
1708,347,1,10,Muy conforme con la calidad,2025-08-29,13:27:02
1709,878,1,1,Atención muy buena,2024-09-01,03:07:10
1710,1432,1,2,Todo perfecto,2024-01-29,03:38:59
1711,160,2,8,Todo perfecto,2025-08-27,03:29:32
1712,339,1,9,Todo perfecto,2025-05-28,19:08:41
1713,119,1,1,Entrega rápida y producto excelente,2025-04-25,05:35:26
1714,462,2,9,Volvería a comprar,2024-11-05,14:14:44
1715,744,1,7,Tardó un poco más de lo esperado,2025-08-03,09:04:04
1716,760,2,6,Volvería a comprar,2024-03-28,09:10:20
1717,189,2,7,Atención muy buena,2024-07-25,08:45:57
1718,720,1,7,Volvería a comprar,2024-04-26,15:01:51
1719,1034,2,9,,2024-09-03,23:37:16
1720,1346,2,3,Volvería a comprar,2025-08-06,03:56:08
1721,1281,1,8,Podría mejorar el empaque,2025-09-02,08:14:40
1722,463,1,4,Todo perfecto,2024-12-25,14:52:21
1723,665,2,0,Todo perfecto,2024-02-07,14:54:07
1724,42,1,9,Todo perfecto,2025-03-18,17:29:05
1725,24,1,8,Podría mejorar el empaque,2024-11-18,18:48:13
1726,1004,1,7,,2024-11-26,04:45:24
1727,1220,2,9,Podría mejorar el empaque,2024-01-25,01:11:59
1728,794,1,7,Podría mejorar el empaque,2025-04-19,15:59:20
1729,184,2,9,Todo perfecto,2024-02-19,21:45:49
1730,78,2,7,Atención muy buena,2024-06-27,16:13:15
1731,246,1,8,Tardó un poco más de lo esperado,2025-02-18,09:00:50
1732,519,1,5,Muy conforme con la calidad,2024-03-24,04:18:13
1733,569,1,7,Podría mejorar el empaque,2025-06-09,23:47:40
1734,721,2,8,Volvería a comprar,2024-10-20,17:58:06
1735,234,2,10,Entrega rápida y producto excelente,2024-05-15,15:04:24
1736,355,2,9,Volvería a comprar,2024-09-04,09:13:22
1737,1477,1,4,Atención muy buena,2025-09-08,22:47:04
1738,292,1,2,Muy conforme con la calidad,2025-05-26,19:07:54
1739,829,2,5,,2025-08-07,21:49:49
1740,637,1,3,Tardó un poco más de lo esperado,2024-04-09,17:23:11
1741,481,1,7,,2024-03-22,05:30:42
1742,117,2,10,Todo perfecto,2025-03-21,05:44:15
1743,427,1,0,Volvería a comprar,2025-06-03,05:59:44
1744,971,1,7,Volvería a comprar,2025-01-30,13:20:21
1745,891,1,7,Tardó un poco más de lo esperado,2024-11-24,18:42:45
1746,1400,2,8,,2025-03-12,06:56:26
1747,1360,1,2,Muy conforme con la calidad,2024-08-14,18:21:08
1748,1227,1,6,Atención muy buena,2024-06-10,09:02:01
1749,581,1,2,Tardó un poco más de lo esperado,2024-09-25,15:08:45
1750,884,2,8,Todo perfecto,2024-04-24,17:06:04
1751,609,2,8,Tardó un poco más de lo esperado,2025-09-06,21:13:57
1752,500,2,6,Todo perfecto,2025-04-09,00:06:42
1753,325,2,10,,2024-10-10,19:28:41
1754,848,1,10,Podría mejorar el empaque,2024-03-13,21:17:57
1755,1116,1,8,Atención muy buena,2024-10-09,13:39:01
1756,1251,2,8,Volvería a comprar,2025-09-16,23:35:21
1757,1439,2,2,Entrega rápida y producto excelente,2024-11-19,03:08:44
1758,900,2,7,Tardó un poco más de lo esperado,2024-09-11,04:49:48
1759,434,1,10,Podría mejorar el empaque,2024-09-03,13:31:35
1760,134,2,10,Entrega rápida y producto excelente,2025-07-30,15:52:52
1761,131,2,9,Tardó un poco más de lo esperado,2025-10-07,23:49:11
1762,547,2,6,Volvería a comprar,2025-03-04,01:42:24
1763,946,1,3,Tardó un poco más de lo esperado,2024-08-31,01:07:20
1764,1267,1,10,Tardó un poco más de lo esperado,2025-01-10,14:20:12
1765,331,2,10,Volvería a comprar,2024-04-08,00:18:52
1766,44,1,3,Atención muy buena,2025-07-23,20:23:00
1767,1194,2,9,Muy conforme con la calidad,2024-04-02,02:38:34
